ID,怪物名稱,_Target_Type,等級,命中率要求,最大HP,最大SP,力量,體力,魔法,幸運,減傷率(%),物理最小傷害,物理最大傷害,魔法最小傷害,魔法最大傷害,移動速度,跳躍力,屬性力,物理固定傷害,物理傷害減少,物理貫穿力,魔法貫穿力,跳躍攻擊力,最小攻擊力,最大攻擊力,物理暴擊傷害,魔法暴擊 傷害,治愈效果,治愈暴擊率,最大HP係數,最大MP係數,HP恢復倍率,SP恢復倍率,物理命中率,魔法命中率,物理回避率,魔法回避率,物理背後攻擊傷害,魔法背後攻擊傷害,_BASE_ATK_ADD_FACTOR,_BASE_ATK_RATIO_FACTOR,_BASE_ELE_ADD_FACTOR,_BASE_ELE_RATIO_FACTOR,防禦力,_BASE_HEAL_HP_ADD,_BASE_HEAL_SP_ADD,_BASE_HEAL_HP_FACTOR,_BASE_HEAL_SP_FACTOR,魔法固定傷害,魔法傷害減少,屬性最小傷害,屬性最大傷害,抵抗力,屬性傷害,物理免疫,魔法免疫,屬性免疫,暴擊抗性,眩晕抵抗率,睡眠抵抗率,混乱抵抗率,冰冻抵抗率,下落速度,最大下落速度,_EffectID1,_EffectID2,_EffectID3,_EffectID4,_RecallID,_Drop_place,_Active_mob,_LifeTime,_LifeTime2,_Mob_Type,_HP_reset,_HIT_Revision,_SealSkill_Probability,_SealSkill_ID,怪物傷害類型,是否為BOSS,_Difficulty_Check
810003201,미창고 1번 프리링,3,200,0,5000000.0,5000000,2000,2000,2000,20000,0,200,201,200,201,250,-800,1164,0,1164,0,0,549,1164,1164,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,10000,0,0,100,100,0,1164,0,0,10000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003202,미창고 1번 프리팅,3,200,0,10000000.0,10000000,2005,2005,2005,20040,0,201,202,201,202,202,-800,1169,0,1169,0,0,549,1169,1169,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,10100,0,0,100,100,0,1169,0,0,10100,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003203,미창고 1번 다이아링,3,200,0,5000000.0,5000000,2010,2010,2010,20080,0,202,203,202,203,250,-165,1174,0,1174,0,0,549,1174,1174,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,10200,0,0,100,100,0,1174,0,0,10200,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003204,미창고 1번 프리바링,3,200,0,5000000.0,5000000,2015,2015,2015,20120,0,203,204,203,204,250,-800,1179,0,1179,0,0,549,1179,1179,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,10300,0,0,100,100,0,1179,0,0,10300,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003205,미창고 1번 프리스프링,3,200,0,10000000.0,10000000,2020,2020,2020,20160,0,204,205,204,205,250,-800,1184,0,1184,0,0,549,1184,1184,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,10400,0,0,100,100,0,1184,0,0,10400,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003206,미창고 2번 비틀G,3,201,0,10000000.0,10000000,2025,2025,2025,20200,0,205,206,205,206,250,-800,1189,0,1189,0,0,549,1189,1189,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,10500,0,0,100,100,0,1189,0,0,10500,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003207,미창고 2번 포이즌 비틀G,3,201,0,20000000.0,20000000,2030,2030,2030,20240,0,206,207,206,207,207,-800,1194,0,1194,0,0,549,1194,1194,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,10600,0,0,100,100,0,1194,0,0,10600,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003208,미창고 2번 윙링,3,201,0,10000000.0,10000000,2035,2035,2035,20280,0,207,208,207,208,250,-165,1199,0,1199,0,0,549,1199,1199,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,10700,0,0,100,100,0,1199,0,0,10700,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003209,미창고 2번 그레이 비틀G,3,201,0,10000000.0,10000000,2040,2040,2040,20320,0,208,209,208,209,250,-800,1204,0,1204,0,0,549,1204,1204,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,10800,0,0,100,100,0,1204,0,0,10800,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003210,미창고 2번 블랙 비틀G,3,201,0,20000000.0,20000000,2045,2045,2045,20360,0,209,210,209,210,210,-800,1209,0,1209,0,0,549,1209,1209,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,10900,0,0,100,100,0,1209,0,0,10900,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003211,미창고 3번 들개,3,202,0,15000000.0,15000000,2050,2050,2050,20400,0,210,211,210,211,253,-800,1214,0,1214,0,0,549,1214,1214,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,11000,0,0,100,100,0,1214,0,0,11000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003212,미창고 3번 흉견,3,202,0,30000000.0,30000000,2055,2055,2055,20440,0,211,212,211,212,212,-800,1219,0,1219,0,0,549,1219,1219,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,11100,0,0,100,100,0,1219,0,0,11100,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003213,미창고 3번 아기 그리폰,3,202,0,15000000.0,15000000,2060,2060,2060,20480,0,212,213,212,213,253,-165,1224,0,1224,0,0,549,1224,1224,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,11200,0,0,100,100,0,1224,0,0,11200,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003214,미창고 3번 갈색 곰,3,202,0,30000000.0,30000000,2065,2065,2065,20520,0,213,214,213,214,214,-800,1229,0,1229,0,0,549,1229,1229,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,11300,0,0,100,100,0,1229,0,0,11300,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003215,미창고 4번 보글,3,203,0,20000000.0,20000000,2070,2070,2070,20560,0,214,215,214,215,253,-800,1234,0,1234,0,0,549,1234,1234,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,11400,0,0,100,100,0,1234,0,0,11400,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003216,미창고 4번 보로클,3,203,0,40000000.0,40000000,2075,2075,2075,20600,0,215,216,215,216,216,-800,1239,0,1239,0,0,549,1239,1239,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,11500,0,0,100,100,0,1239,0,0,11500,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003217,미창고 4번 하트링,3,203,0,40000000.0,40000000,2080,2080,2080,20640,0,216,217,216,217,217,-200,1244,0,1244,0,0,549,1244,1244,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,11600,0,0,100,100,0,1244,0,0,11600,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003218,미창고 4번 대왕 고블린,3,203,0,200000000.0,200000000,2085,2085,2085,20680,0,317,317,317,317,253,-800,1249,0,1249,0,0,549,1249,1249,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,11700,0,0,100,100,0,1249,0,0,11700,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003219,미창고 4번 마왕 고블린,3,203,0,200000000.0,200000000,2090,2090,2090,20720,0,317,317,317,317,253,-800,1254,0,1254,0,0,549,1254,1254,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,11800,0,0,100,100,0,1254,0,0,11800,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003220,미창고 5번 초코링,3,204,0,25000000.0,25000000,2095,2095,2095,20760,0,219,220,219,220,253,-800,1259,0,1259,0,0,549,1259,1259,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,11900,0,0,100,100,0,1259,0,0,11900,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003221,미창고 5번 여름 엔티,3,204,0,50000000.0,50000000,2100,2100,2100,20800,0,220,221,220,221,221,-800,1264,0,1264,0,0,549,1264,1264,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,12000,0,0,100,100,0,1264,0,0,12000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003222,미창고 5번 옴무족 닌자 남매,3,204,0,25000000.0,25000000,2105,2105,2105,20840,0,221,222,221,222,256,-800,1269,0,1269,0,0,549,1269,1269,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,12100,0,0,100,100,0,1269,0,0,12100,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003223,미창고 5번 탈파모울,3,204,0,50000000.0,50000000,2110,2110,2110,20880,0,222,223,222,223,223,-800,1274,0,1274,0,0,549,1274,1274,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,12200,0,0,100,100,0,1274,0,0,12200,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003224,미창고 6번 젤라틴 큐브,3,205,0,30000000.0,30000000,2115,2115,2115,20920,0,223,224,223,224,256,-800,1279,0,1279,0,0,549,1279,1279,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,12300,0,0,100,100,0,1279,0,0,12300,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003225,미창고 6번 블러디 큐브,3,205,0,60000000.0,60000000,2120,2120,2120,20960,0,224,225,224,225,225,-800,1284,0,1284,0,0,549,1284,1284,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,12400,0,0,100,100,0,1284,0,0,12400,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003226,미창고 6번 백호,3,205,0,30000000.0,30000000,2125,2125,2125,21000,0,225,226,225,226,256,-800,1289,0,1289,0,0,549,1289,1289,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,12500,0,0,100,100,0,1289,0,0,12500,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003227,미창고 6번 베어울프,3,205,0,60000000.0,60000000,2130,2130,2130,21040,0,226,227,226,227,227,-800,1294,0,1294,0,0,549,1294,1294,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,12600,0,0,100,100,0,1294,0,0,12600,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003228,미창고7번 토양이중급,3,206,0,35000000.0,35000000,2135,2135,2135,21080,0,227,228,227,228,256,-800,1299,0,1299,0,0,549,1299,1299,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,12700,0,0,100,100,0,1299,0,0,12700,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003229,미창고7번 자유의 쭈꾸미상급,3,206,0,70000000.0,70000000,2140,2140,2140,21120,0,228,229,228,229,229,-800,1304,0,1304,0,0,549,1304,1304,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,12800,0,0,100,100,0,1304,0,0,12800,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003230,미창고7번 해적 고양이중급,3,206,0,35000000.0,35000000,2145,2145,2145,21160,0,229,230,229,230,256,-800,1309,0,1309,0,0,549,1309,1309,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,12900,0,0,100,100,0,1309,0,0,12900,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003231,미창고7번 발자국 고양이상급,3,206,0,70000000.0,70000000,2150,2150,2150,21200,0,230,231,230,231,231,-800,1314,0,1314,0,0,549,1314,1314,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,13000,0,0,100,100,0,1314,0,0,13000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003232,미창고8번 갱스터 고양이상급,3,207,0,40000000.0,40000000,2155,2155,2155,21240,0,231,232,231,232,259,-800,1319,0,1319,0,0,549,1319,1319,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,13100,0,0,100,100,0,1319,0,0,13100,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003233,미창고8번 복면 쭈꾸미중급,3,207,0,80000000.0,80000000,2160,2160,2160,21280,0,232,233,232,233,233,-800,1324,0,1324,0,0,549,1324,1324,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,13200,0,0,100,100,0,1324,0,0,13200,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003234,미창고8번 벚나무 사령,3,207,0,40000000.0,40000000,2165,2165,2165,21320,0,233,234,233,234,259,-800,1329,0,1329,0,0,549,1329,1329,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,13300,0,0,100,100,0,1329,0,0,13300,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003235,미창고8번 하얀 벚나무 사령,3,207,0,80000000.0,80000000,2170,2170,2170,21360,0,234,235,234,235,235,-800,1334,0,1334,0,0,549,1334,1334,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,13400,0,0,100,100,0,1334,0,0,13400,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003236,미창고9번 디그디그,3,208,0,45000000.0,45000000,2175,2175,2175,21400,0,235,236,235,236,259,-800,1339,0,1339,0,0,549,1339,1339,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,13500,0,0,100,100,0,1339,0,0,13500,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003237,미창고9번 보쿠보쿠,3,208,0,90000000.0,90000000,2180,2180,2180,21440,0,236,237,236,237,237,-800,1344,0,1344,0,0,549,1344,1344,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,13600,0,0,100,100,0,1344,0,0,13600,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003238,미창고9번 프로그G,3,208,0,45000000.0,45000000,2185,2185,2185,21480,0,237,238,237,238,259,-800,1349,0,1349,0,0,549,1349,1349,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,13700,0,0,100,100,0,1349,0,0,13700,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003239,미창고9번 에그에그 포병,3,208,0,90000000.0,90000000,2190,2190,2190,21520,0,238,239,238,239,239,-800,1354,0,1354,0,0,549,1354,1354,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,13800,0,0,100,100,0,1354,0,0,13800,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003240,미창고10번 죽돌이 미션용,3,209,0,1.0,1,2195,2195,2195,21560,0,239,240,239,240,0,-800,1359,0,1359,0,0,549,1359,1359,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,13900,0,0,100,100,0,1359,0,0,13900,0,0,0,0,0,1000,1000,1000,1000,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003241,미창고10번 허수아비,3,209,0,500000000.0,500000000,2200,2200,2200,21600,0,240,241,240,241,0,-800,1364,0,1364,0,0,549,1364,1364,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,14000,0,0,100,100,0,1364,0,0,14000,0,0,0,0,0,1000,1000,1000,1000,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003242,미창고11번 8인 공대 화원의 놀,3,210,0,52500000.0,52500000,2205,2205,2205,21640,0,241,242,241,242,262,-800,1369,0,1369,0,0,549,1369,1369,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,14100,0,0,100,100,0,1369,0,0,14100,0,0,0,0,0,0,0,0,0,1600,30,81001709,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003243,미창고11번 플라잉 아머,3,210,0,105000000.0,105000000,2210,2210,2210,21680,0,242,243,242,243,243,-200,1374,0,1374,0,0,549,1374,1374,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,14200,0,0,100,100,0,1374,0,0,14200,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003244,미창고11번 8인 공대 인던 케르베로스,3,210,0,400000000.0,400000000,2215,2215,2215,21720,0,340,340,340,340,150,-800,1379,0,1379,0,0,549,1379,1379,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,14300,0,0,100,100,0,1379,0,0,14300,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003245,미창고11번 8인 공대 인던 데몬 아머,3,210,0,105000000.0,105000000,2220,2220,2220,21760,0,244,245,244,245,150,-800,1384,0,1384,0,0,549,1384,1384,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,14400,0,0,100,100,0,1384,0,0,14400,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003246,미창고11번 8인 공대 인던 인형의기사,3,210,0,52500000.0,52500000,2225,2225,2225,21800,0,245,246,245,246,262,-165,1389,0,1389,0,0,549,1389,1389,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,14500,0,0,100,100,0,1389,0,0,14500,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003247,미창고12번 밤깨비30,3,211,0,55000000.0,55000000,2230,2230,2230,21840,0,246,247,246,247,262,-200,1394,0,1394,0,0,549,1394,1394,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,14600,0,0,100,100,0,1394,0,0,14600,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003248,미창고12번 빅터,3,211,0,110000000.0,110000000,2235,2235,2235,21880,0,247,248,247,248,150,-800,1399,0,1399,0,0,549,1399,1399,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,14700,0,0,100,100,0,1399,0,0,14700,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003249,미창고12번 주임사자,3,211,0,410000000.0,410000000,2240,2240,2240,21920,0,350,350,350,350,150,-800,1404,0,1404,0,0,549,1404,1404,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,14800,0,0,100,100,0,1404,0,0,14800,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003250,미창고12번 스펙터,3,211,0,55000000.0,55000000,2245,2245,2245,21960,0,249,250,249,250,262,-200,1409,0,1409,0,0,549,1409,1409,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,14900,0,0,100,100,0,1409,0,0,14900,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003251,미창고12번 밤파넬라,3,211,0,110000000.0,110000000,2250,2250,2250,22000,0,250,251,250,251,150,-800,1414,0,1414,0,0,549,1414,1414,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,15000,0,0,100,100,0,1414,0,0,15000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003252,미창고13번 신덴-카이,3,212,0,115000000.0,115000000,2255,2255,2255,22040,0,250,252,250,252,150,-800,1419,0,1419,0,0,549,1419,1419,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,15100,0,0,100,100,0,1419,0,0,15100,0,0,0,0,0,0,0,0,0,1600,30,81001706,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003253,미창고13번 공대 인던 라이트닝 리뉴얼 ( 비행 ),3,212,0,57500000.0,57500000,2260,2260,2260,22080,0,250,253,250,253,265,-200,1424,0,1424,0,0,549,1424,1424,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,15200,0,0,100,100,0,1424,0,0,15200,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003254,미창고13번 더블제로,3,212,0,420000000.0,420000000,2265,2265,2265,22120,0,350,350,350,350,150,-800,1429,0,1429,0,0,549,1429,1429,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,15300,0,0,100,100,0,1429,0,0,15300,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003255,미창고13번 공대 인던 카이 리뉴얼 ( 지상 ),3,212,0,115000000.0,115000000,2270,2270,2270,22160,0,250,255,250,255,150,-800,1434,0,1434,0,0,549,1434,1434,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,15400,0,0,100,100,0,1434,0,0,15400,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003256,미창고13번 라이트닝,3,212,0,57500000.0,57500000,2275,2275,2275,22200,0,250,256,250,256,265,-200,1439,0,1439,0,0,549,1439,1439,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,15500,0,0,100,100,0,1439,0,0,15500,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003257,미창고14번 늑대,3,213,0,60000000.0,60000000,2280,2280,2280,22240,0,250,257,250,257,265,-800,1444,0,1444,0,0,549,1444,1444,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,15600,0,0,100,100,0,1444,0,0,15600,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003258,미창고14번 사냥개,3,213,0,120000000.0,120000000,2285,2285,2285,22280,0,250,258,250,258,150,-800,1449,0,1449,0,0,549,1449,1449,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,15700,0,0,100,100,0,1449,0,0,15700,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003259,미창고14번 제릴,3,213,0,430000000.0,430000000,2290,2290,2290,22320,0,350,350,350,350,150,-800,1454,0,1454,0,0,549,1454,1454,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,15800,0,0,100,100,0,1454,0,0,15800,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003260,미창고14번 견신,3,213,0,120000000.0,120000000,2295,2295,2295,22360,0,250,260,250,260,150,-800,1459,0,1459,0,0,549,1459,1459,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,15900,0,0,100,100,0,1459,0,0,15900,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003261,미창고14번 청랑,3,213,0,60000000.0,60000000,2300,2300,2300,22400,0,250,261,250,261,268,-800,1464,0,1464,0,0,549,1464,1464,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,16000,0,0,100,100,0,1464,0,0,16000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003262,미창고15번 마녀양 B (44레벨),3,214,0,62500000.0,62500000,2305,2305,2305,22440,0,250,262,250,262,268,-800,1469,0,1469,0,0,549,1469,1469,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,16100,0,0,100,100,0,1469,0,0,16100,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003263,미창고15번 악마군 강화버젼 (43레벨),3,214,0,125000000.0,125000000,2310,2310,2310,22480,0,250,263,250,263,150,-800,1474,0,1474,0,0,549,1474,1474,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,16200,0,0,100,100,0,1474,0,0,16200,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003264,미창고15번 조에,3,214,0,440000000.0,440000000,2315,2315,2315,22520,0,360,360,360,360,150,-800,1479,0,1479,0,0,549,1479,1479,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,16300,0,0,100,100,0,1479,0,0,16300,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003265,미창고15번 켈러미티 제인,3,214,0,440000000.0,125000000,2320,2320,2320,22560,0,360,360,360,360,150,-800,1484,0,1484,0,0,549,1484,1484,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,16400,0,0,100,100,0,1484,0,0,16400,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003266,미창고15번 언노운남,3,214,0,62500000.0,62500000,2325,2325,2325,22600,0,250,266,250,266,268,-800,1489,0,1489,0,0,549,1489,1489,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,16500,0,0,100,100,0,1489,0,0,16500,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810003267,미창고16번 마벰,3,215,0,65000000.0,65000000,2330,2330,2330,22640,0,250,267,250,267,268,-800,1494,0,1494,0,0,549,1494,1494,50,50,50,50,1,720,4,2,161,161,0,0,20,20,100,200,100,200,16600,0,0,100,100,0,1494,0,0,16600,0,0,0,0,0,0,0,0,0,1600,30,81001706,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
