ID,鑲嵌類型ID,鑲嵌屬性名稱,自然最小數值,自然最大數值,鑲嵌最小數值,鑲嵌最大數值,鑲嵌材料,最小耐久度消耗,最大耐久度消耗,概率補正,成功率(%),手續費
15568,79,Lv1 魔法最大傷害%+d％,2,2,2,2,超級萬能木錘 X1,0,0,-80,80,0
15569,79,Lv2 魔法最大傷害%+d％,4,4,2,2,超級萬能木錘 X1,0,0,-80,80,0
15570,79,Lv3 魔法最大傷害%+d％,6,6,2,2,超級萬能木錘 X1,0,0,-80,80,0
15571,79,Lv4 魔法最大傷害%+d％,8,8,2,2,超級萬能木錘 X1,0,0,-80,80,0
15572,79,Lv5 魔法最大傷害%+d％,10,10,2,2,超級萬能木錘 X1,0,0,-80,80,0
15573,79,Lv6 魔法最大傷害%+d％,12,12,2,2,超級萬能木錘 X1,0,0,-80,80,0
15574,79,Lv7 魔法最大傷害%+d％,14,16,2,4,超級萬能木錘 X1,0,0,-80,80,0
15575,79,Lv8 魔法最大傷害%+d％,16,20,2,4,超級萬能木錘 X1,0,0,-80,80,0
15576,79,Lv9 魔法最大傷害%+d％,18,24,2,4,超級萬能木錘 X1,0,0,-80,80,0
15577,79,Lv10 魔法最大傷害%+d％,20,30,2,6,超級萬能木錘 X1,0,0,-80,80,0
15578,79,Lv1 物理爆擊傷害%+d％,2,2,2,2,超級萬能木錘 X1,0,0,-80,80,0
15579,79,Lv2 物理爆擊傷害%+d％,4,4,2,2,超級萬能木錘 X1,0,0,-80,80,0
15580,79,Lv3 物理爆擊傷害%+d％,6,6,2,2,超級萬能木錘 X1,0,0,-80,80,0
15581,79,Lv4 物理爆擊傷害%+d％,8,8,2,2,超級萬能木錘 X1,0,0,-80,80,0
15582,79,Lv5 物理爆擊傷害%+d％,10,10,2,2,超級萬能木錘 X1,0,0,-80,80,0
15583,79,Lv6 物理爆擊傷害%+d％,12,14,2,4,超級萬能木錘 X1,0,0,-80,80,0
15584,79,Lv7 物理爆擊傷害%+d％,14,18,2,4,超級萬能木錘 X1,0,0,-80,80,0
15585,79,Lv8 物理爆擊傷害%+d％,18,24,4,6,超級萬能木錘 X1,0,0,-80,80,0
15586,79,Lv9 物理爆擊傷害%+d％,22,32,4,8,超級萬能木錘 X1,0,0,-80,80,0
15587,79,Lv10 物理爆擊傷害%+d％,26,40,4,8,超級萬能木錘 X1,0,0,-80,80,0
15588,79,Lv1 魔法爆擊傷害%+d％,2,2,2,2,超級萬能木錘 X1,0,0,-80,80,0
15589,79,Lv2 魔法爆擊傷害%+d％,4,4,2,2,超級萬能木錘 X1,0,0,-80,80,0
15590,79,Lv3 魔法爆擊傷害%+d％,6,6,2,2,超級萬能木錘 X1,0,0,-80,80,0
15591,79,Lv4 魔法爆擊傷害%+d％,8,8,2,2,超級萬能木錘 X1,0,0,-80,80,0
15592,79,Lv5 魔法爆擊傷害%+d％,10,10,2,2,超級萬能木錘 X1,0,0,-80,80,0
15593,79,Lv6 魔法爆擊傷害%+d％,12,14,2,4,超級萬能木錘 X1,0,0,-80,80,0
15594,79,Lv7 魔法爆擊傷害%+d％,14,18,2,4,超級萬能木錘 X1,0,0,-80,80,0
15595,79,Lv8 魔法爆擊傷害%+d％,18,24,4,6,超級萬能木錘 X1,0,0,-80,80,0
15596,79,Lv9 魔法爆擊傷害%+d％,22,32,4,8,超級萬能木錘 X1,0,0,-80,80,0
15597,79,Lv10 魔法爆擊傷害%+d％,26,40,4,8,超級萬能木錘 X1,0,0,-80,80,0
15598,80,Lv1 力量 %+d,1,2,1,2,超級萬能木錘 X1,0,0,-80,80,0
15599,80,Lv2 力量 %+d,3,5,3,4,超級萬能木錘 X1,0,0,-80,80,0
15600,80,Lv3 力量 %+d,7,10,5,6,超級萬能木錘 X1,0,0,-80,80,0
15601,80,Lv4 力量 %+d,13,17,7,9,超級萬能木錘 X1,0,0,-80,80,0
15602,80,Lv5 力量 %+d,20,26,9,12,超級萬能木錘 X1,0,0,-80,80,0
15603,80,Lv6 力量 %+d,28,38,10,14,超級萬能木錘 X1,0,0,-80,80,0
15604,80,Lv7 力量 %+d,38,53,13,19,超級萬能木錘 X1,0,0,-80,80,0
15605,80,Lv8 力量 %+d,50,70,15,22,超級萬能木錘 X1,0,0,-80,80,0
15606,80,Lv9 力量 %+d,64,93,17,28,超級萬能木錘 X1,0,0,-80,80,0
15607,80,Lv10 力量 %+d,79,120,19,34,超級萬能木錘 X1,0,0,-80,80,0
15608,80,Lv1 體力 %+d,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15609,80,Lv2 體力 %+d,2,2,2,2,超級萬能木錘 X1,0,0,-80,80,0
15610,80,Lv3 體力 %+d,4,4,2,2,超級萬能木錘 X1,0,0,-80,80,0
15611,80,Lv4 體力 %+d,2,7,3,4,超級萬能木錘 X1,0,0,-80,80,0
15612,80,Lv5 體力 %+d,9,10,3,4,超級萬能木錘 X1,0,0,-80,80,0
15613,80,Lv6 體力 %+d,11,14,3,4,超級萬能木錘 X1,0,0,-80,80,0
15614,80,Lv7 體力 %+d,14,18,4,6,超級萬能木錘 X1,0,0,-80,80,0
15615,80,Lv8 體力 %+d,18,23,4,6,超級萬能木錘 X1,0,0,-80,80,0
15616,80,Lv9 體力 %+d,22,30,5,9,超級萬能木錘 X1,0,0,-80,80,0
15617,80,Lv10 體力 %+d,26,39,6,11,超級萬能木錘 X1,0,0,-80,80,0
15618,80,Lv1 屬性傷害(物理攻擊時) %+d,10,11,13,14,超級萬能木錘 X1,0,0,-80,80,0
15619,80,Lv2 屬性傷害(物理攻擊時) %+d,21,23,13,15,超級萬能木錘 X1,0,0,-80,80,0
15620,80,Lv3 屬性傷害(物理攻擊時) %+d,32,36,14,16,超級萬能木錘 X1,0,0,-80,80,0
15621,80,Lv4 屬性傷害(物理攻擊時) %+d,44,50,15,18,超級萬能木錘 X1,0,0,-80,80,0
15622,80,Lv5 屬性傷害(物理攻擊時) %+d,58,67,17,21,超級萬能木錘 X1,0,0,-80,80,0
15623,80,Lv6 屬性傷害(物理攻擊時) %+d,71,86,17,23,超級萬能木錘 X1,0,0,-80,80,0
15624,80,Lv7 屬性傷害(物理攻擊時) %+d,86,107,18,27,超級萬能木錘 X1,0,0,-80,80,0
15625,80,Lv8 屬性傷害(物理攻擊時) %+d,100,131,18,30,超級萬能木錘 X1,0,0,-80,80,0
15626,80,Lv9 屬性傷害(物理攻擊時) %+d,116,162,20,39,超級萬能木錘 X1,0,0,-80,80,0
15627,80,Lv10 屬性傷害(物理攻擊時) %+d,132,198,20,45,超級萬能木錘 X1,0,0,-80,80,0
15628,80,Lv1 物理傷害%+d,1,2,1,2,超級萬能木錘 X1,0,0,-80,80,0
15629,80,Lv2 物理傷害%+d,3,5,3,4,超級萬能木錘 X1,0,0,-80,80,0
15630,80,Lv3 物理傷害%+d,7,10,5,6,超級萬能木錘 X1,0,0,-80,80,0
15631,80,Lv4 物理傷害%+d,13,17,7,9,超級萬能木錘 X1,0,0,-80,80,0
15632,80,Lv5 物理傷害%+d,20,26,9,12,超級萬能木錘 X1,0,0,-80,80,0
15633,80,Lv6 物理傷害%+d,28,38,10,14,超級萬能木錘 X1,0,0,-80,80,0
15634,80,Lv7 物理傷害%+d,38,53,13,19,超級萬能木錘 X1,0,0,-80,80,0
15635,80,Lv8 物理傷害%+d,50,70,15,22,超級萬能木錘 X1,0,0,-80,80,0
15636,80,Lv9 物理傷害%+d,64,93,17,28,超級萬能木錘 X1,0,0,-80,80,0
15637,80,Lv10 物理傷害%+d,79,120,19,34,超級萬能木錘 X1,0,0,-80,80,0
15638,80,Lv1 屬性力 %+d,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15639,80,Lv2 屬性力 %+d,2,2,1,1,超級萬能木錘 X1,0,0,-80,80,0
15640,80,Lv3 屬性力 %+d,3,3,1,1,超級萬能木錘 X1,0,0,-80,80,0
15641,80,Lv4 屬性力 %+d,4,4,1,1,超級萬能木錘 X1,0,0,-80,80,0
15642,80,Lv5 屬性力 %+d,5,5,1,1,超級萬能木錘 X1,0,0,-80,80,0
15643,80,Lv6 屬性力 %+d,6,6,1,1,超級萬能木錘 X1,0,0,-80,80,0
15644,80,Lv7 屬性力 %+d,7,7,1,1,超級萬能木錘 X1,0,0,-80,80,0
15645,80,Lv8 屬性力 %+d,8,8,1,1,超級萬能木錘 X1,0,0,-80,80,0
15646,80,Lv9 屬性力 %+d,9,9,1,1,超級萬能木錘 X1,0,0,-80,80,0
15647,80,Lv10 屬性力 %+d,10,10,1,1,超級萬能木錘 X1,0,0,-80,80,0
15648,80,Lv1 武器攻擊力 %+d,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15649,80,Lv2 武器攻擊力 %+d,2,2,1,1,超級萬能木錘 X1,0,0,-80,80,0
15650,80,Lv3 武器攻擊力 %+d,3,3,1,1,超級萬能木錘 X1,0,0,-80,80,0
15651,80,Lv4 武器攻擊力 %+d,4,4,1,1,超級萬能木錘 X1,0,0,-80,80,0
15652,80,Lv5 武器攻擊力 %+d,5,5,1,1,超級萬能木錘 X1,0,0,-80,80,0
15653,80,Lv6 武器攻擊力 %+d,6,6,1,1,超級萬能木錘 X1,0,0,-80,80,0
15654,80,Lv7 武器攻擊力 %+d,7,7,1,1,超級萬能木錘 X1,0,0,-80,80,0
15655,80,Lv8 武器攻擊力 %+d,8,8,1,1,超級萬能木錘 X1,0,0,-80,80,0
15656,80,Lv9 武器攻擊力 %+d,9,9,1,1,超級萬能木錘 X1,0,0,-80,80,0
15657,80,Lv10 武器攻擊力 %+d,10,10,1,1,超級萬能木錘 X1,0,0,-80,80,0
15658,80,Lv1 魔法傷害%+d,1,2,1,2,超級萬能木錘 X1,0,0,-80,80,0
15659,80,Lv2 魔法傷害%+d,3,5,3,4,超級萬能木錘 X1,0,0,-80,80,0
15660,80,Lv3 魔法傷害%+d,7,10,5,6,超級萬能木錘 X1,0,0,-80,80,0
15661,80,Lv4 魔法傷害%+d,13,17,7,9,超級萬能木錘 X1,0,0,-80,80,0
15662,80,Lv5 魔法傷害%+d,20,26,9,12,超級萬能木錘 X1,0,0,-80,80,0
15663,80,Lv6 魔法傷害%+d,28,38,10,14,超級萬能木錘 X1,0,0,-80,80,0
15664,80,Lv7 魔法傷害%+d,38,53,13,19,超級萬能木錘 X1,0,0,-80,80,0
15665,80,Lv8 魔法傷害%+d,50,70,15,22,超級萬能木錘 X1,0,0,-80,80,0
15666,80,Lv9 魔法傷害%+d,64,93,17,28,超級萬能木錘 X1,0,0,-80,80,0
15667,80,Lv10 魔法傷害%+d,79,120,19,34,超級萬能木錘 X1,0,0,-80,80,0
15668,80,Lv1 物理貫穿力 %+d％,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15669,80,Lv2 物理貫穿力 %+d％,1,2,1,1,超級萬能木錘 X1,0,0,-80,80,0
15670,80,Lv3 物理貫穿力 %+d％,2,3,1,1,超級萬能木錘 X1,0,0,-80,80,0
15671,80,Lv4 物理貫穿力 %+d％,3,4,1,1,超級萬能木錘 X1,0,0,-80,80,0
15672,80,Lv5 物理貫穿力 %+d％,4,5,1,1,超級萬能木錘 X1,0,0,-80,80,0
15673,80,Lv6 物理貫穿力 %+d％,5,6,1,1,超級萬能木錘 X1,0,0,-80,80,0
15674,80,Lv7 物理貫穿力 %+d％,6,7,1,1,超級萬能木錘 X1,0,0,-80,80,0
15675,80,Lv8 物理貫穿力 %+d％,7,8,1,2,超級萬能木錘 X1,0,0,-80,80,0
15676,80,Lv9 物理貫穿力 %+d％,8,9,1,2,超級萬能木錘 X1,0,0,-80,80,0
15677,80,Lv10 物理貫穿力 %+d％,9,10,1,2,超級萬能木錘 X1,0,0,-80,80,0
15678,80,Lv1 最大 HP %+d,16,18,20,22,超級萬能木錘 X1,0,0,-80,80,0
15679,80,Lv2 最大 HP %+d,32,36,20,23,超級萬能木錘 X1,0,0,-80,80,0
15680,80,Lv3 最大 HP %+d,48,55,20,24,超級萬能木錘 X1,0,0,-80,80,0
15681,80,Lv4 最大 HP %+d,72,84,30,36,超級萬能木錘 X1,0,0,-80,80,0
15682,80,Lv5 最大 HP %+d,96,115,30,39,超級萬能木錘 X1,0,0,-80,80,0
15683,80,Lv6 最大 HP %+d,120,149,30,42,超級萬能木錘 X1,0,0,-80,80,0
15684,80,Lv7 最大 HP %+d,152,196,40,59,超級萬能木錘 X1,0,0,-80,80,0
15685,80,Lv8 最大 HP %+d,184,248,40,65,超級萬能木錘 X1,0,0,-80,80,0
15686,80,Lv9 最大 HP %+d,216,310,40,77,超級萬能木錘 X1,0,0,-80,80,0
15687,80,Lv10 最大 HP %+d,264,398,60,110,超級萬能木錘 X1,0,0,-80,80,0
15688,81,Lv1 幸運 %+d,1,2,1,2,超級萬能木錘 X1,0,0,-80,80,0
15689,81,Lv2 幸運 %+d,3,5,3,4,超級萬能木錘 X1,0,0,-80,80,0
15690,81,Lv3 幸運 %+d,7,10,5,6,超級萬能木錘 X1,0,0,-80,80,0
15691,81,Lv4 幸運 %+d,13,17,7,9,超級萬能木錘 X1,0,0,-80,80,0
15692,81,Lv5 幸運 %+d,20,26,9,12,超級萬能木錘 X1,0,0,-80,80,0
15693,81,Lv6 幸運 %+d,28,38,10,14,超級萬能木錘 X1,0,0,-80,80,0
15694,81,Lv7 幸運 %+d,38,53,13,19,超級萬能木錘 X1,0,0,-80,80,0
15695,81,Lv8 幸運 %+d,50,70,15,22,超級萬能木錘 X1,0,0,-80,80,0
15696,81,Lv9 幸運 %+d,64,93,17,28,超級萬能木錘 X1,0,0,-80,80,0
15697,81,Lv10 幸運 %+d,79,120,19,34,超級萬能木錘 X1,0,0,-80,80,0
15698,81,Lv1 體力 %+d,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15699,81,Lv2 體力 %+d,2,2,2,2,超級萬能木錘 X1,0,0,-80,80,0
15700,81,Lv3 體力 %+d,4,4,2,2,超級萬能木錘 X1,0,0,-80,80,0
15701,81,Lv4 體力 %+d,2,7,3,4,超級萬能木錘 X1,0,0,-80,80,0
15702,81,Lv5 體力 %+d,9,10,3,4,超級萬能木錘 X1,0,0,-80,80,0
15703,81,Lv6 體力 %+d,11,14,3,4,超級萬能木錘 X1,0,0,-80,80,0
15704,81,Lv7 體力 %+d,14,18,4,6,超級萬能木錘 X1,0,0,-80,80,0
15705,81,Lv8 體力 %+d,18,23,4,6,超級萬能木錘 X1,0,0,-80,80,0
15706,81,Lv9 體力 %+d,22,30,5,9,超級萬能木錘 X1,0,0,-80,80,0
15707,81,Lv10 體力 %+d,26,39,6,11,超級萬能木錘 X1,0,0,-80,80,0
15708,81,Lv1 防禦力 %+d,16,18,20,22,超級萬能木錘 X1,0,0,-80,80,0
15709,81,Lv2 防禦力 %+d,32,36,20,23,超級萬能木錘 X1,0,0,-80,80,0
15710,81,Lv3 防禦力 %+d,48,55,20,24,超級萬能木錘 X1,0,0,-80,80,0
15711,81,Lv4 防禦力 %+d,72,84,30,36,超級萬能木錘 X1,0,0,-80,80,0
15712,81,Lv5 防禦力 %+d,96,115,30,39,超級萬能木錘 X1,0,0,-80,80,0
15713,81,Lv6 防禦力 %+d,120,149,30,42,超級萬能木錘 X1,0,0,-80,80,0
15714,81,Lv7 防禦力 %+d,152,196,40,59,超級萬能木錘 X1,0,0,-80,80,0
15715,81,Lv8 防禦力 %+d,184,248,40,65,超級萬能木錘 X1,0,0,-80,80,0
15716,81,Lv9 防禦力 %+d,216,310,40,77,超級萬能木錘 X1,0,0,-80,80,0
15717,81,Lv10 防禦力 %+d,264,398,60,110,超級萬能木錘 X1,0,0,-80,80,0
15718,81,Lv1 物理傷害減少 %+d,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15719,81,Lv2 物理傷害減少 %+d,1,2,1,1,超級萬能木錘 X1,0,0,-80,80,0
15720,81,Lv3 物理傷害減少 %+d,2,3,1,1,超級萬能木錘 X1,0,0,-80,80,0
15721,81,Lv4 物理傷害減少 %+d,3,4,1,1,超級萬能木錘 X1,0,0,-80,80,0
15722,81,Lv5 物理傷害減少 %+d,4,5,1,1,超級萬能木錘 X1,0,0,-80,80,0
15723,81,Lv6 物理傷害減少 %+d,5,6,1,2,超級萬能木錘 X1,0,0,-80,80,0
15724,81,Lv7 物理傷害減少 %+d,6,7,1,2,超級萬能木錘 X1,0,0,-80,80,0
15725,81,Lv8 物理傷害減少 %+d,7,10,2,3,超級萬能木錘 X1,0,0,-80,80,0
15726,81,Lv9 物理傷害減少 %+d,9,13,2,4,超級萬能木錘 X1,0,0,-80,80,0
15727,81,Lv10 物理傷害減少 %+d,10,16,2,4,超級萬能木錘 X1,0,0,-80,80,0
15728,81,Lv1 最大 HP %+d,16,18,20,22,超級萬能木錘 X1,0,0,-80,80,0
15729,81,Lv2 最大 HP %+d,32,36,20,23,超級萬能木錘 X1,0,0,-80,80,0
15730,81,Lv3 最大 HP %+d,48,55,20,24,超級萬能木錘 X1,0,0,-80,80,0
15731,81,Lv4 最大 HP %+d,72,84,30,36,超級萬能木錘 X1,0,0,-80,80,0
15732,81,Lv5 最大 HP %+d,96,115,30,39,超級萬能木錘 X1,0,0,-80,80,0
15733,81,Lv6 最大 HP %+d,120,149,30,42,超級萬能木錘 X1,0,0,-80,80,0
15734,81,Lv7 最大 HP %+d,152,196,40,59,超級萬能木錘 X1,0,0,-80,80,0
15735,81,Lv8 最大 HP %+d,184,248,40,65,超級萬能木錘 X1,0,0,-80,80,0
15736,81,Lv9 最大 HP %+d,216,310,40,77,超級萬能木錘 X1,0,0,-80,80,0
15737,81,Lv10 最大 HP %+d,264,398,60,110,超級萬能木錘 X1,0,0,-80,80,0
15738,82,Lv1 魔力 %+d,1,2,1,2,超級萬能木錘 X1,0,0,-80,80,0
15739,82,Lv2 魔力 %+d,3,5,3,4,超級萬能木錘 X1,0,0,-80,80,0
15740,82,Lv3 魔力 %+d,7,10,5,6,超級萬能木錘 X1,0,0,-80,80,0
15741,82,Lv4 魔力 %+d,13,17,7,9,超級萬能木錘 X1,0,0,-80,80,0
15742,82,Lv5 魔力 %+d,20,26,9,12,超級萬能木錘 X1,0,0,-80,80,0
15743,82,Lv6 魔力 %+d,28,38,10,14,超級萬能木錘 X1,0,0,-80,80,0
15744,82,Lv7 魔力 %+d,38,53,13,19,超級萬能木錘 X1,0,0,-80,80,0
15745,82,Lv8 魔力 %+d,50,70,15,22,超級萬能木錘 X1,0,0,-80,80,0
15746,82,Lv9 魔力 %+d,64,93,17,28,超級萬能木錘 X1,0,0,-80,80,0
15747,82,Lv10 魔力 %+d,79,120,19,34,超級萬能木錘 X1,0,0,-80,80,0
15748,82,Lv1 體力 %+d,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15749,82,Lv2 體力 %+d,2,2,2,2,超級萬能木錘 X1,0,0,-80,80,0
15750,82,Lv3 體力 %+d,4,4,2,2,超級萬能木錘 X1,0,0,-80,80,0
15751,82,Lv4 體力 %+d,2,7,3,4,超級萬能木錘 X1,0,0,-80,80,0
15752,82,Lv5 體力 %+d,9,10,3,4,超級萬能木錘 X1,0,0,-80,80,0
15753,82,Lv6 體力 %+d,11,14,3,4,超級萬能木錘 X1,0,0,-80,80,0
15754,82,Lv7 體力 %+d,14,18,4,6,超級萬能木錘 X1,0,0,-80,80,0
15755,82,Lv8 體力 %+d,18,23,4,6,超級萬能木錘 X1,0,0,-80,80,0
15756,82,Lv9 體力 %+d,22,30,5,9,超級萬能木錘 X1,0,0,-80,80,0
15757,82,Lv10 體力 %+d,26,39,6,11,超級萬能木錘 X1,0,0,-80,80,0
15758,82,Lv1 魔法抗力 %+d,17,18,21,23,超級萬能木錘 X1,0,0,-80,80,0
15759,82,Lv2 魔法抗力 %+d,34,37,21,23,超級萬能木錘 X1,0,0,-80,80,0
15760,82,Lv3 魔法抗力 %+d,53,59,24,28,超級萬能木錘 X1,0,0,-80,80,0
15761,82,Lv4 魔法抗力 %+d,72,82,24,29,超級萬能木錘 X1,0,0,-80,80,0
15762,82,Lv5 魔法抗力 %+d,93,109,26,33,超級萬能木錘 X1,0,0,-80,80,0
15763,82,Lv6 魔法抗力 %+d,114,138,26,36,超級萬能木錘 X1,0,0,-80,80,0
15764,82,Lv7 魔法抗力 %+d,136,172,28,43,超級萬能木錘 X1,0,0,-80,80,0
15765,82,Lv8 魔法抗力 %+d,158,210,28,48,超級萬能木錘 X1,0,0,-80,80,0
15766,82,Lv9 魔法抗力 %+d,185,261,33,63,超級萬能木錘 X1,0,0,-80,80,0
15767,82,Lv10 魔法抗力 %+d,211,319,33,73,超級萬能木錘 X1,0,0,-80,80,0
15768,82,Lv1 物理傷害減少 %+d,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15769,82,Lv2 物理傷害減少 %+d,1,2,1,1,超級萬能木錘 X1,0,0,-80,80,0
15770,82,Lv3 物理傷害減少 %+d,2,3,1,1,超級萬能木錘 X1,0,0,-80,80,0
15771,82,Lv4 物理傷害減少 %+d,3,4,1,1,超級萬能木錘 X1,0,0,-80,80,0
15772,82,Lv5 物理傷害減少 %+d,4,5,1,1,超級萬能木錘 X1,0,0,-80,80,0
15773,82,Lv6 物理傷害減少 %+d,5,6,1,2,超級萬能木錘 X1,0,0,-80,80,0
15774,82,Lv7 物理傷害減少 %+d,6,7,1,2,超級萬能木錘 X1,0,0,-80,80,0
15775,82,Lv8 物理傷害減少 %+d,7,10,2,3,超級萬能木錘 X1,0,0,-80,80,0
15776,82,Lv9 物理傷害減少 %+d,9,13,2,4,超級萬能木錘 X1,0,0,-80,80,0
15777,82,Lv10 物理傷害減少 %+d,10,16,2,4,超級萬能木錘 X1,0,0,-80,80,0
15778,82,Lv1 魔法攻擊迴避率 %+d％,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15779,82,Lv2 魔法攻擊迴避率 %+d％,2,2,1,1,超級萬能木錘 X1,0,0,-80,80,0
15780,82,Lv3 魔法攻擊迴避率 %+d％,3,3,1,1,超級萬能木錘 X1,0,0,-80,80,0
15781,82,Lv4 魔法攻擊迴避率 %+d％,4,4,1,1,超級萬能木錘 X1,0,0,-80,80,0
15782,82,Lv5 魔法攻擊迴避率 %+d％,5,5,1,1,超級萬能木錘 X1,0,0,-80,80,0
15783,82,Lv6 魔法攻擊迴避率 %+d％,6,6,1,1,超級萬能木錘 X1,0,0,-80,80,0
15784,82,Lv7 魔法攻擊迴避率 %+d％,7,7,1,1,超級萬能木錘 X1,0,0,-80,80,0
15785,82,Lv8 魔法攻擊迴避率 %+d％,8,8,1,1,超級萬能木錘 X1,0,0,-80,80,0
15786,82,Lv9 魔法攻擊迴避率 %+d％,9,9,1,1,超級萬能木錘 X1,0,0,-80,80,0
15787,82,Lv10 魔法攻擊迴避率 %+d％,10,10,1,1,超級萬能木錘 X1,0,0,-80,80,0
15788,82,Lv1 物理攻擊迴避率 %+d％,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15789,82,Lv2 物理攻擊迴避率 %+d％,2,2,1,1,超級萬能木錘 X1,0,0,-80,80,0
15790,82,Lv3 物理攻擊迴避率 %+d％,3,3,1,1,超級萬能木錘 X1,0,0,-80,80,0
15791,82,Lv4 物理攻擊迴避率 %+d％,4,4,1,1,超級萬能木錘 X1,0,0,-80,80,0
15792,82,Lv5 物理攻擊迴避率 %+d％,5,5,1,1,超級萬能木錘 X1,0,0,-80,80,0
15793,82,Lv6 物理攻擊迴避率 %+d％,6,6,1,1,超級萬能木錘 X1,0,0,-80,80,0
15794,82,Lv7 物理攻擊迴避率 %+d％,7,7,1,1,超級萬能木錘 X1,0,0,-80,80,0
15795,82,Lv8 物理攻擊迴避率 %+d％,8,8,1,1,超級萬能木錘 X1,0,0,-80,80,0
15796,82,Lv9 物理攻擊迴避率 %+d％,9,9,1,1,超級萬能木錘 X1,0,0,-80,80,0
15797,82,Lv10 物理攻擊迴避率 %+d％,10,10,1,1,超級萬能木錘 X1,0,0,-80,80,0
15798,82,Lv1 魔法傷害減少 %+d,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15799,82,Lv2 魔法傷害減少 %+d,1,2,1,1,超級萬能木錘 X1,0,0,-80,80,0
15800,82,Lv3 魔法傷害減少 %+d,2,3,1,1,超級萬能木錘 X1,0,0,-80,80,0
15801,82,Lv4 魔法傷害減少 %+d,3,4,1,1,超級萬能木錘 X1,0,0,-80,80,0
15802,82,Lv5 魔法傷害減少 %+d,4,5,1,1,超級萬能木錘 X1,0,0,-80,80,0
15803,82,Lv6 魔法傷害減少 %+d,5,6,1,2,超級萬能木錘 X1,0,0,-80,80,0
15804,82,Lv7 魔法傷害減少 %+d,6,7,1,2,超級萬能木錘 X1,0,0,-80,80,0
15805,82,Lv8 魔法傷害減少 %+d,7,10,2,3,超級萬能木錘 X1,0,0,-80,80,0
15806,82,Lv9 魔法傷害減少 %+d,9,13,2,4,超級萬能木錘 X1,0,0,-80,80,0
15807,82,Lv10 魔法傷害減少 %+d,10,16,2,4,超級萬能木錘 X1,0,0,-80,80,0
15808,82,Lv1 物理/魔法背後攻擊傷害 %+d％,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15809,82,Lv2 物理/魔法背後攻擊傷害 %+d％,1,2,1,1,超級萬能木錘 X1,0,0,-80,80,0
15810,82,Lv3 物理/魔法背後攻擊傷害 %+d％,2,3,1,1,超級萬能木錘 X1,0,0,-80,80,0
15811,82,Lv4 物理/魔法背後攻擊傷害 %+d％,3,4,1,1,超級萬能木錘 X1,0,0,-80,80,0
15812,82,Lv5 物理/魔法背後攻擊傷害 %+d％,4,5,1,1,超級萬能木錘 X1,0,0,-80,80,0
15813,82,Lv6 物理/魔法背後攻擊傷害 %+d％,5,6,1,1,超級萬能木錘 X1,0,0,-80,80,0
15814,82,Lv7 物理/魔法背後攻擊傷害 %+d％,6,7,1,1,超級萬能木錘 X1,0,0,-80,80,0
15815,82,Lv8 物理/魔法背後攻擊傷害 %+d％,7,8,2,2,超級萬能木錘 X1,0,0,-80,80,0
15816,82,Lv9 物理/魔法背後攻擊傷害 %+d％,8,9,2,2,超級萬能木錘 X1,0,0,-80,80,0
15817,82,Lv10 物理/魔法背後攻擊傷害 %+d％,9,10,2,2,超級萬能木錘 X1,0,0,-80,80,0
15818,82,Lv1 最大 SP %+d,16,18,20,22,超級萬能木錘 X1,0,0,-80,80,0
15819,82,Lv2 最大 SP %+d,32,36,20,23,超級萬能木錘 X1,0,0,-80,80,0
15820,82,Lv3 最大 SP %+d,48,55,20,24,超級萬能木錘 X1,0,0,-80,80,0
15821,82,Lv4 最大 SP %+d,72,84,30,36,超級萬能木錘 X1,0,0,-80,80,0
15822,82,Lv5 最大 SP %+d,96,115,30,39,超級萬能木錘 X1,0,0,-80,80,0
15823,82,Lv6 最大 SP %+d,120,149,30,42,超級萬能木錘 X1,0,0,-80,80,0
15824,82,Lv7 最大 SP %+d,152,196,40,59,超級萬能木錘 X1,0,0,-80,80,0
15825,82,Lv8 最大 SP %+d,184,248,40,65,超級萬能木錘 X1,0,0,-80,80,0
15826,82,Lv9 最大 SP %+d,216,310,40,77,超級萬能木錘 X1,0,0,-80,80,0
15827,82,Lv10 最大 SP %+d,264,398,60,110,超級萬能木錘 X1,0,0,-80,80,0
15828,83,Lv1 力量 %+d％,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15829,83,Lv2 力量 %+d％,2,2,1,1,超級萬能木錘 X1,0,0,-80,80,0
15830,83,Lv3 力量 %+d％,3,3,1,1,超級萬能木錘 X1,0,0,-80,80,0
15831,83,Lv4 力量 %+d％,4,4,1,1,超級萬能木錘 X1,0,0,-80,80,0
15832,83,Lv5 力量 %+d％,5,5,1,1,超級萬能木錘 X1,0,0,-80,80,0
